protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	PBX2	46137.6	5.51726	0.0	97	505	22	5	10	2	2	LIGHT	1.94184e+06	970151.0	1.0	0.504551	0.0	0.0480317
2	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	7.51099	0.0	78	699	111	19	17	26	18	LIGHT	3.57214e+08	1.31547e+08	1.0	0.368132	0.0	0.307712
3	A0A087WT59|A0A087WV45|P02766	Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1	TTR	20361.0|15224.6|15991.1	6.1144	0.0383513	23	23	1	1	0	1	1	LIGHT	2.31904e+06	169389.0	1.0	0.073043	0.0	0.0
4	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.43841	0.0	121	1735	61	30	21	20	20	LIGHT	3.67388e+07	2.17382e+07	1.0	0.629972	0.0	0.416577
5	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	29482.1	6.29697	0.0	101	411	22	8	3	9	8	LIGHT	2.50611e+07	1.52454e+07	1.0	0.522011	0.0	0.362763
6	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.07006	0.0	67	287	14	6	4	2	2	LIGHT	9.00823e+06	2.77614e+06	1.0	0.334728	0.0	0.165227
7	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	4.99783	0.0156794	30	53	3	2	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
8	F5H658|Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1|ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	DHX8	134943.0|140082.0	5.85351	0.0	100	1040	47	21	18	12	12	LIGHT	9.1956e+06	7.85043e+06	1.0	1.0951	0.0	0.940235
9	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.11507	0.0	123	1900	167	37	29	55	34	LIGHT	4.48452e+08	1.35236e+08	1.0	0.335276	0.0	0.285195
10	Q96CU9|Q96CU9-3	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2|Isoform 3 of FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1	FOXRED1	54119.8|52413.8	5.57079	0.0	70	388	15	8	6	4	4	LIGHT	3.15327e+06	1.26741e+06	1.0	0.56333	0.0	0.402563
