protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	A0A087WWG1|Q8TE77|Q8TE77-2	Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1|Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Isoform 2 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3	SSH3	36130.2|73292.7|52965.7	5.4739	0.0	70	141	3	2	2	1	1	LIGHT	480855.0	0.0	1.0	0.0	0.0	0.0
2	Q9C0H6	Kelch-like protein 4 OS=Homo sapiens OX=9606 GN=KLHL4 PE=1 SV=2	KLHL4	81106.4	5.74278	0.0	76	498	16	10	7	5	5	LIGHT	4.19153e+06	0.0	1.0	0.0	0.0	0.0
3	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	PBX2	46137.6	5.63774	0.0	96	364	13	4	6	3	3	LIGHT	4.17441e+06	0.0	1.0	0.0	0.0	0.0
4	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	7.57107	0.0	66	660	93	18	20	17	11	LIGHT	4.00662e+08	3.1912e+07	1.0	0.0492126	0.0	3.07226
5	A0A087WT59|A0A087WV45|P02766	Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1	TTR	20361.0|15224.6|15991.1	5.70742	0.0216722	26	26	1	1	0	1	1	LIGHT	763658.0	0.0	1.0	0.0	0.0	0.0
6	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.45797	0.0	120	1670	53	31	34	6	6	LIGHT	2.55409e+07	2.04916e+06	1.0	0.0762911	0.0	0.0411676
7	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	29482.1	6.39112	0.0	108	465	25	10	10	5	5	LIGHT	2.05049e+07	1.81797e+06	1.0	0.0894266	0.0	0.0550961
8	I3L1H5|Q9BZG8	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=1|2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=2	DPH1	47964.7|49344.5	5.4846	0.00013637	49	214	6	6	2	4	4	LIGHT	1.68913e+06	0.0	1.0	0.0	0.0	0.0
9	E7EX57|I3L345|Q96FL8|Q96FL8-2|Q96FL8-3	Multidrug and toxin extrusion protein 1 OS=Homo sapiens OX=9606 GN=SLC47A1 PE=1 SV=1|Multidrug and toxin extrusion protein 1 OS=Homo sapiens OX=9606 GN=SLC47A1 PE=1 SV=1|Multidrug and toxin extrusion protein 1 OS=Homo sapiens OX=9606 GN=SLC47A1 PE=1 SV=1|Isoform 2 of Multidrug and toxin extrusion protein 1 OS=Homo sapiens OX=9606 GN=SLC47A1|Isoform 3 of Multidrug and toxin extrusion protein 1 OS=Homo sapiens OX=9606 GN=SLC47A1	SLC47A1	48565.7|29680.9|62680.4|32342.1|64420.1	5.33244	0.0162621	28	28	1	1	0	1	1	LIGHT	183418.0	0.0	1.0	0.0	0.0	0.0
10	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.25855	0.0	73	326	16	7	7	1	1	LIGHT	3.15192e+06	224722.0	1.0	0.071297	0.0	0.0
