protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	O75818|O75818-2|X6RLL4	Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3|Isoform 2 of Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40|Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=1	RPP40	42434.2|39872.0|35167.4	6.63929	0.000500918	48	179	7	5	5	1	1	LIGHT	5.25819e+06	308803.0	1.0	0.0587279	0.0	0.0
2	A0A087WWG1|E9PIT5|Q8TE77|Q8TE77-2|Q8TE77-3	Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1|Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Isoform 2 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3|Isoform 3 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3	SSH3	36130.2|24894.6|73292.7|52965.7|57288.6	5.49943	0.00997977	32	32	1	1	0	1	1	LIGHT	511630.0	0.0	1.0	0.0	0.0	0.0
3	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	PBX2	46137.6	5.32352	0.0	82	207	11	1	5	1	1	LIGHT	709967.0	0.0	1.0	0.0	0.0	0.0
4	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	7.84195	0.0	87	602	86	15	14	19	11	LIGHT	7.91517e+08	4.29576e+07	1.0	0.0580346	0.0	0.233485
5	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.41461	0.0	114	1537	47	26	25	6	6	LIGHT	2.02994e+07	1.63842e+06	1.0	0.0849047	0.0	0.0650753
6	Q9P2J5	Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	LARS1	135577.0	7.06487	0.0	110	1841	92	35	34	17	16	LIGHT	1.33655e+08	6.3536e+06	1.0	0.0549796	0.0	0.0476407
7	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	29482.1	6.45274	0.0	76	228	12	5	6	2	2	LIGHT	1.30103e+07	1.22445e+06	1.0	0.0930686	0.0	0.0100389
8	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.24175	0.000390625	56	191	8	5	6	1	1	LIGHT	3.84772e+06	209892.0	1.0	0.0545498	0.0	0.0
9	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	5.13738	0.000382848	55	108	2	2	1	1	1	LIGHT	319803.0	0.0	1.0	0.0	0.0	0.0
10	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	DHX8	140082.0	6.1465	0.0	88	925	37	21	24	6	6	LIGHT	1.15644e+07	1.69187e+06	1.0	0.166765	0.0	0.0618275
11	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.23806	0.0	118	1695	101	33	37	22	20	LIGHT	2.7689e+08	1.15981e+07	1.0	0.0427446	0.0	0.0351783
12	O43395	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	PRPF3	77652.0	6.86461	0.0	103	594	30	13	14	7	7	LIGHT	6.24402e+07	3.17216e+06	1.0	0.0561944	0.0	0.0307269
13	Q9Y6Q5|Q9Y6Q5-2	AP-1 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP1M2 PE=1 SV=4|Isoform 2 of AP-1 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP1M2	AP1M2	48192.2|48293.3	5.4011	0.000390625	56	140	5	2	1	2	2	LIGHT	1.00877e+06	0.0	1.0	0.0	0.0	0.0
14	Q9NY97|Q9NY97-2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2|Isoform 2 of N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2	B3GNT2	46391.7|45854.3	5.0859	0.0	112	112	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
