protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	O75818|O75818-2|X6RLL4	Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3|Isoform 2 of Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40|Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=1	RPP40	42434.2|39872.0|35167.4	6.3682	0.0	63	81	8	2	3	1	1	LIGHT	5.41024e+06	292254.0	1.0	0.0540186	0.0	0.0
2	A0A087WWG1|E9PIT5|Q8TE77|Q8TE77-2|Q8TE77-3	Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1|Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Isoform 2 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3|Isoform 3 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3	SSH3	36130.2|24894.6|73292.7|52965.7|57288.6	6.03213	0.0	74	74	1	1	0	1	1	LIGHT	2.04773e+06	228590.0	1.0	0.111631	0.0	0.0
3	P23919	Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	DTYMK	23975.5	7.43079	0.0	70	545	25	12	6	12	10	LIGHT	2.61956e+08	1.8365e+07	1.0	0.0689411	0.0	0.047611
4	A0A1B0GTM1|A0A1B0GUM5|E7ETX0|Q8NHX9	Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=2	TPCN2	65961.1|78989.2|65122.8|85814.8	5.35538	0.0234192	22	22	1	1	0	1	1	LIGHT	495892.0	0.0	1.0	0.0	0.0	0.0
5	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	PBX2	46137.6	5.96824	0.0	89	190	9	1	7	1	1	LIGHT	2.1458e+06	443465.0	1.0	0.206667	0.0	0.0
6	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	8.60139	0.0	81	824	142	17	30	30	15	LIGHT	3.90564e+09	2.63645e+08	1.0	0.072203	0.0	0.0631692
7	P03897	NADH-ubiquinone oxidoreductase chain 3 OS=Homo sapiens OX=9606 GN=MT-ND3 PE=1 SV=1	MT-ND3	13234.1	6.0585	0.000659957	51	51	3	1	0	2	1	LIGHT	2.6175e+06	0.0	1.0	0.0	0.0	0.0
8	A0A087WT59|A0A087WV45|P02766	Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1	TTR	20361.0|15224.6|15991.1	6.8804	0.0234192	22	22	2	1	1	1	1	LIGHT	7.13023e+06	0.0	1.0	0.0	0.0	0.0
9	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.89817	0.0	119	1327	52	30	22	17	16	LIGHT	7.77546e+07	8.7007e+06	1.0	0.119866	0.0	0.107995
10	Q9P2J5	Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	LARS1	135577.0	7.85136	0.0	123	2500	189	47	68	46	33	LIGHT	1.90597e+09	1.16508e+08	1.0	0.0645024	0.0	0.0875279
11	P0DI83|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1|Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	21105.6|29482.1	7.39569	0.0	104	582	32	14	12	12	8	LIGHT	2.36079e+08	2.15422e+07	1.0	0.0897008	0.0	0.211837
12	J3KQC8|M0QY11|Q6NX49	Zinc finger protein 544 OS=Homo sapiens OX=9606 GN=ZNF544 PE=1 SV=1|Zinc finger protein 544 OS=Homo sapiens OX=9606 GN=ZNF544 PE=1 SV=1|Zinc finger protein 544 OS=Homo sapiens OX=9606 GN=ZNF544 PE=1 SV=1	ZNF544	80912.5|67458.0|84141.1	5.90284	0.00151217	44	78	4	1	2	1	1	LIGHT	1.06096e+06	0.0	1.0	0.0	0.0	0.0
13	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.78145	0.0	68	335	16	7	6	6	4	LIGHT	1.2302e+08	7.02115e+06	1.0	0.0604214	0.0	0.168653
14	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	5.6007	0.0	65	184	5	4	2	3	2	LIGHT	2.23492e+06	446541.0	1.0	0.182408	0.0	0.038696
15	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	DHX8	140082.0	6.73003	0.0	90	1138	62	25	25	15	15	LIGHT	6.94356e+07	1.72074e+07	1.0	0.24585	0.0	0.354346
16	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.98446	0.0	185	1954	126	37	45	38	26	LIGHT	2.17014e+09	1.19907e+08	1.0	0.0564782	0.0	0.0755114
17	Q92597	Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1	NDRG1	43263.9	5.61375	0.0	68	203	7	3	3	1	1	LIGHT	4.30862e+06	975853.0	1.0	0.226488	0.0	0.0
18	###REV###A0A2R8Y4E6|###REV###O95263|###REV###O95263-3|###REV###O95263-4|###REV###O95263-6	Reverse sequence, was Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE8B PE=3 SV=1|Reverse sequence, was High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B PE=1 SV=2|Reverse sequence, was Isoform 3 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 4 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 6 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B	###PDE8B###	87549.5|100456.0|94527.8|98249.6|95097.0	8.00412	0.0296117	19	19	4	1	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
19	E7ET07|Q9NXR8	Inhibitor of growth protein OS=Homo sapiens OX=9606 GN=ING3 PE=1 SV=1|Inhibitor of growth protein 3 OS=Homo sapiens OX=9606 GN=ING3 PE=1 SV=2	ING3	45345.5|47226.4	6.06927	0.0	92	160	4	3	2	1	1	LIGHT	2.06882e+06	4.02755e+07	1.0	19.4679	0.0	0.0
20	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2	CDC42BPB	196189.0	6.81193	0.0	98	2043	90	36	40	22	20	LIGHT	1.24634e+08	1.63845e+07	1.0	0.12563	0.0	0.078664
21	A0A494C164|P52630|P52630-4	Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Isoform 2 of Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2	STAT2	94916.9|98595.9|98136.6	6.60525	0.0	64	365	18	10	7	5	3	LIGHT	2.58326e+07	4.1504e+06	1.0	0.157984	0.0	0.116795
22	Q9NY97|Q9NY97-2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2|Isoform 2 of N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2	B3GNT2	46391.7|45854.3	6.11829	0.0	63	128	4	3	1	2	2	LIGHT	4.39794e+06	1.8358e+06	1.0	0.421329	0.0	0.0130073
23	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4	PPP1R13L	89377.9	5.14408	0.000653381	50	195	6	5	4	1	1	LIGHT	228352.0	0.0	1.0	0.0	0.0	0.0
24	Q99519	Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1	NEU1	45951.8	6.21681	0.00276283	41	99	10	3	1	3	2	LIGHT	1.20284e+07	5.23928e+06	1.0	0.366319	0.0	0.222241
25	G3V1M0|Q9Y5A6	Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2|Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2	ZSCAN21	50390.6|54764.8	5.94416	0.000339847	53	145	16	2	10	1	1	LIGHT	1.72072e+06	0.0	1.0	0.0	0.0	0.0
26	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	33166.4	6.80692	0.00235849	42	141	6	4	2	2	2	LIGHT	2.05051e+07	2.77931e+06	1.0	0.133513	0.0	0.0140443
27	Q13641	Trophoblast glycoprotein OS=Homo sapiens OX=9606 GN=TPBG PE=1 SV=1	TPBG	46573.0	6.32936	0.00235849	42	129	4	4	2	2	2	LIGHT	1.10284e+07	1.89615e+06	1.0	0.211085	0.0	0.146331
28	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	62466.7	7.41371	0.0	113	879	45	10	17	9	7	LIGHT	2.14952e+08	3.27829e+07	1.0	0.154155	0.0	0.120786
29	Q9ULV0	Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	MYO5B	215135.0	5.85029	0.0	86	470	11	8	6	5	5	LIGHT	4.99939e+06	0.0	1.0	0.0	0.0	0.0
30	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	DHODH	42840.9	6.81598	0.0	97	588	18	12	9	5	5	LIGHT	4.37024e+07	2.96293e+06	1.0	0.0433157	0.0	0.59261
