protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	Q8BH24	Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1	TM9SF4	75442.3	6.18924	0.0	61	227	19	6	4	3	3	LIGHT	1.74901e+07	2.76539e+06	1.0	0.158099	0.0	0.0143973
2	E9Q3P4	Centromere protein F OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1	CENPF	345340.0	6.20392	0.0	81	1284	51	31	12	23	23	LIGHT	2.8672e+07	1.25294e+07	1.0	0.87675	0.0	0.849217
3	Q6PFX9|Q6PFX9-2	Poly [ADP-ribose] polymerase tankyrase-1 OS=Mus musculus OX=10090 GN=Tnks PE=1 SV=1|Isoform 2 of Poly [ADP-ribose] polymerase tankyrase-1 OS=Mus musculus OX=10090 GN=Tnks	TNKS	142510.0|107952.0	5.25774	0.00816711	33	66	3	1	1	1	1	LIGHT	96593.5	317861.0	1.0	3.29071	0.0	0.0
4	Q8C2A2|Q8C2A2-2	tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2|Isoform 2 of tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54	TSEN54	59787.9|55503.7	5.71675	0.00056243	45	192	7	5	4	1	1	LIGHT	819178.0	87153.1	1.0	0.106391	0.0	0.0
5	Q9QYH6	Melanoma-associated antigen D1 OS=Mus musculus OX=10090 GN=Maged1 PE=1 SV=1	MAGED1	85673.8	5.6555	0.0	114	290	9	4	2	3	3	LIGHT	963259.0	2.77398e+06	1.0	2.73822	0.0	0.519688
6	###REV###S4R2K9	Reverse sequence, was Ankyrin-3 (Fragment) OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	###ANK3###	285893.0	5.11684	0.0178625	28	82	6	3	1	1	1	LIGHT	1.18903e+07	863908.0	1.0	0.0726567	0.0	0.0
7	Q9EP78	Carbohydrate sulfotransferase 7 OS=Mus musculus OX=10090 GN=Chst7 PE=2 SV=1	CHST7	55302.8	5.75394	0.00431249	37	37	1	1	0	1	1	LIGHT	773267.0	384996.0	1.0	0.497883	0.0	0.0
8	Q9EP72	ER membrane protein complex subunit 7 OS=Mus musculus OX=10090 GN=Emc7 PE=1 SV=1	EMC7	26293.4	6.07693	0.00431249	37	69	4	2	2	2	1	LIGHT	3.15821e+06	646468.0	1.0	0.223742	0.0	0.05607
9	A0A2I3BPY7|Q9EP71	Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1|Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1	RAI14	106335.0|109470.0	6.20268	0.0	86	943	38	19	15	10	10	LIGHT	1.71143e+07	3.34396e+06	1.0	0.187156	0.0	0.131758
10	P30282|S4R216	G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1|G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1	CCND3	33073.9|9905.86	4.98626	0.00816711	33	33	2	1	0	0	0	LIGHT	NA	NA	NA	NA	NA	NA
11	P53702	Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2	HCCS	31300.0	6.17612	0.0	56	226	10	5	3	2	2	LIGHT	6.08087e+06	1.13691e+06	1.0	0.182626	0.0	0.0198077
12	B2RXV4	Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus OX=10090 GN=Flvcr1 PE=2 SV=1	FLVCR1	60942.7	5.43737	0.0	51	78	4	2	2	1	1	LIGHT	584902.0	0.0	1.0	0.0	0.0	0.0
13	O08911	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	MAPK12	42187.6	5.8597	0.0	108	446	19	8	9	3	3	LIGHT	3.95915e+06	1.71293e+06	1.0	0.1427	0.0	0.596534
14	O08912	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	GALNT1	65125.8	5.84839	0.0	64	406	16	10	10	2	2	LIGHT	3.36436e+06	615506.0	1.0	0.181332	0.0	0.00801626
15	O08915	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	38037.3	6.33761	0.0151948	29	81	5	3	2	1	1	LIGHT	4.13056e+06	604517.0	1.0	0.146352	0.0	0.0
16	G3UYU4|O08917	Flotillin OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1|Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	FLOT1	42440.0|47768.7	5.35971	0.0	58	215	6	6	3	3	3	LIGHT	1.36388e+06	0.0	1.0	0.0	0.0	0.0
17	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	6.25619	0.00056243	45	75	5	2	1	1	1	LIGHT	3.31073e+06	325722.0	1.0	0.0983837	0.0	0.0
18	Q9CZ62|Q9CZ62-2	Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97 PE=1 SV=1|Isoform 2 of Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97	CEP97	95722.4|87868.2	5.16649	0.0	105	371	10	6	2	5	5	LIGHT	1.2317e+06	0.0	1.0	0.0	0.0	0.0
19	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	PTPMT1	28570.8|22099.6	5.90868	0.0	63	63	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
20	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	5.2726	0.00669323	34	62	2	2	0	2	2	LIGHT	1.5608e+06	0.0	1.0	0.0	0.0	0.0
21	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	6.14833	0.0	93	385	12	8	4	4	4	LIGHT	1.10313e+07	1.55828e+06	1.0	0.148322	0.0	0.0400168
22	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.50493	0.0	78	78	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
23	A0A0R4J177|Q3TVC7|Q3TVC7-2|Q3TVC7-3	Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Isoform 2 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1|Isoform 3 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1	CCNDBP1	42317.3|39730.4|34490.7|43086.7	5.19629	0.00816711	33	33	1	1	0	1	1	LIGHT	0.0	161779.0	1.0	inf	0.0	nan
24	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.69525	0.0	72	72	1	1	0	1	1	LIGHT	560746.0	0.0	1.0	0.0	0.0	0.0
25	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	5.64408	0.00224331	40	177	14	5	5	2	2	LIGHT	8.04155e+06	1.57486e+06	1.0	0.196414	0.0	0.0014434
26	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	5.14709	0.0200354	27	27	2	1	0	1	1	LIGHT	646835.0	95360.2	1.0	0.147426	0.0	0.0
27	Q9JIL4	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Mus musculus OX=10090 GN=Pdzk1 PE=1 SV=1	PDZK1	56862.8	6.16802	0.0	56	494	15	11	10	3	3	LIGHT	8.12949e+06	456705.0	1.0	0.0628799	0.0	0.0338705
28	P03893	NADH-ubiquinone oxidoreductase chain 2 OS=Mus musculus OX=10090 GN=Mtnd2 PE=1 SV=2	MTND2	38782.6	5.05902	0.00597352	35	35	1	1	0	1	1	LIGHT	264181.0	0.0	1.0	0.0	0.0	0.0
29	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	EML3	96746.0|96833.1	5.76616	0.0	86	368	11	7	4	4	4	LIGHT	4.69523e+06	692212.0	1.0	0.147811	0.0	0.0350446
30	Q8BGW1	Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	FTO	58825.0	6.01115	0.0	75	370	13	7	3	5	5	LIGHT	1.01801e+07	2.5121e+06	1.0	0.253537	0.0	0.0716346
31	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	ZNF865	114284.0	5.1918	0.0	154	299	8	5	5	2	2	LIGHT	708464.0	0.0	1.0	0.0	0.0	0.0
32	A0A589P973|Q8CH77|Q8CH77-2	Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1 PE=1 SV=1|Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1 PE=1 SV=2|Isoform 2 of Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1	NAV1	226855.0|203041.0|196574.0	5.62916	0.0	76	421	16	8	8	4	4	LIGHT	3.72095e+06	1.15915e+06	1.0	0.299583	0.0	0.0674232
33	A2AB83|Q99PQ2|Q99PQ2-2	E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|Isoform 2 of E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11	TRIM11	29742.6|53629.7|55533.6	5.29395	0.000389181	47	47	2	1	0	1	1	LIGHT	338156.0	151241.0	1.0	0.447252	0.0	0.0
34	Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	ERCC4	104651.0	5.70951	0.0	64	305	12	7	7	1	1	LIGHT	162339.0	435779.0	1.0	2.68437	0.0	0.0
35	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	36836.7	6.56582	0.0	78	577	58	11	13	10	7	LIGHT	8.36354e+07	1.35766e+07	1.0	0.167004	0.0	1.69591
36	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	SLC25A10	32150.3	6.16403	0.0	53	262	18	7	6	1	1	LIGHT	2.42252e+06	267816.0	1.0	0.110553	0.0	0.0
37	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	CHD2	211644.0	5.63273	0.0	99	598	23	5	13	2	2	LIGHT	1.9231e+06	342168.0	1.0	0.218096	0.0	0.119661
38	E9PZM7	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	SCAF11	163939.0	6.1544	0.0	93	606	30	11	8	7	7	LIGHT	1.39345e+07	2.09448e+06	1.0	0.155215	0.0	0.221932
39	Q80YU0	Protein ABHD16B OS=Mus musculus OX=10090 GN=Abhd16b PE=2 SV=1	ABHD16B	54118.1	5.60329	0.0151948	29	29	1	1	0	1	1	LIGHT	529925.0	100512.0	1.0	0.189673	0.0	0.0
40	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	51877.6	6.59294	0.0	88	571	28	12	11	6	6	LIGHT	3.25235e+07	2.77023e+06	1.0	0.0795888	0.0	0.0454407
41	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	ZNF512	64950.8	6.22029	0.0	79	591	22	14	13	3	3	LIGHT	1.22087e+07	1.17854e+06	1.0	0.0996166	0.0	0.0183408
42	Q91YZ2	C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=1	CTBP2	46398.6	7.19229	0.0	81	599	57	8	19	5	5	LIGHT	9.18649e+07	4.79924e+06	1.0	0.0590881	0.0	0.0228132
43	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	KDM6B	177899.0	5.47755	0.0	81	278	9	5	2	4	4	LIGHT	2.40778e+06	964475.0	1.0	0.388367	0.0	0.227333
44	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	TRIM2	85349.9|84347.4|82420.5	5.48431	0.0	66	110	2	2	1	1	1	LIGHT	706025.0	0.0	1.0	0.0	0.0	0.0
45	E9PUL3	Chloride channel accessory 3B OS=Mus musculus OX=10090 GN=Clca3b PE=1 SV=1	CLCA3B	113269.0	5.12245	0.0233168	26	26	1	1	0	1	1	LIGHT	0.0	76804.0	1.0	inf	0.0	nan
46	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	CFAP20	22905.0	6.27793	0.0	75	146	2	2	1	1	1	LIGHT	3.64269e+06	464822.0	1.0	0.127604	0.0	0.0
47	A0A494B9L7|A0A494B9Y0|Q9D5T0	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1|ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1|ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	ATAD1	34227.9|36505.9|41060.1	5.67709	0.0	70	173	9	3	1	3	3	LIGHT	2.40836e+06	512784.0	1.0	0.18274	0.0	0.198658
48	Q6P5B0	RRP12-like protein OS=Mus musculus OX=10090 GN=Rrp12 PE=1 SV=1	RRP12	144295.0	7.02206	0.0	121	1589	98	35	23	25	23	LIGHT	1.80422e+08	1.75885e+07	1.0	0.0990637	0.0	0.040184
49	Q6P5B5	Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus OX=10090 GN=Fxr2 PE=1 SV=1	FXR2	74550.2	6.33073	0.0	96	687	46	10	17	1	1	LIGHT	3.95413e+06	516335.0	1.0	0.130581	0.0	0.0
50	A0A087WQD8|Q149C2	TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=1|TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=2	TRAF3IP1	74461.2|71222.6	5.59473	0.00144875	43	84	3	2	1	1	1	LIGHT	757129.0	2.54775e+06	1.0	3.36502	0.0	0.0
51	A7VK13|B2FDI0|Q91V57|Q91V57-2|Q91V57-3	Alpha2-chimerin OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=1|N-chimaerin (Fragment) OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=1|N-chimaerin OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=2|Isoform 2 of N-chimaerin OS=Mus musculus OX=10090 GN=Chn1|Isoform 3 of N-chimaerin OS=Mus musculus OX=10090 GN=Chn1	CHN1	46867.6|10994.5|53786.1|38609.8|24308.5	5.83991	0.0	66	66	2	1	0	1	1	LIGHT	1.28063e+06	225298.0	1.0	0.175927	0.0	0.0
52	###REV###Q9JJN0	Reverse sequence, was DNA polymerase eta OS=Mus musculus OX=10090 GN=Polh PE=1 SV=1	###POLH###	77144.9	5.75024	0.00144875	43	77	5	1	4	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
53	P27467	Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	WNT3A	40657.2	5.4353	0.00178253	42	77	2	2	1	1	1	LIGHT	260386.0	422037.0	1.0	1.62081	0.0	0.0
