protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	O75818|O75818-2|X6RLL4	Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3|Isoform 2 of Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40|Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=1	RPP40	42434.2|39872.0|35167.4	6.23429	0.0	86	173	8	3	2	3	2	LIGHT	9.14646e+06	1.77933e+06	1.0	0.24256	0.0	0.162006
2	A0A087WWG1|E9PIT5|Q8TE77|Q8TE77-2|Q8TE77-3	Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1|Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Isoform 2 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3|Isoform 3 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3	SSH3	36130.2|24894.6|73292.7|52965.7|57288.6	5.96249	0.0	74	74	2	1	0	1	1	LIGHT	1.74485e+06	771522.0	1.0	0.442172	0.0	0.0
3	P23919	Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	DTYMK	23975.5	7.29196	0.0	74	470	29	11	3	13	10	LIGHT	1.70483e+08	5.45847e+07	1.0	0.333917	0.0	0.0548857
4	A0A1B0GTM1|A0A1B0GUM5|E7ETX0|Q8NHX9	Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=1|Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPCN2 PE=1 SV=2	TPCN2	65961.1|78989.2|65122.8|85814.8	5.2381	0.032536	20	20	1	1	0	1	1	LIGHT	368544.0	0.0	1.0	0.0	0.0	0.0
5	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	8.43062	0.0	84	833	134	17	22	39	16	LIGHT	3.84478e+09	9.62265e+08	1.0	0.271614	0.0	0.228481
6	P03897	NADH-ubiquinone oxidoreductase chain 3 OS=Homo sapiens OX=9606 GN=MT-ND3 PE=1 SV=1	MT-ND3	13234.1	5.9526	0.00251969	43	43	2	1	1	1	1	LIGHT	1.85402e+06	0.0	1.0	0.0	0.0	0.0
7	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.67647	0.0	112	956	45	18	14	15	13	LIGHT	5.77947e+07	3.09008e+07	1.0	0.639501	0.0	0.645295
8	Q9P2J5	Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	LARS1	135577.0	7.94307	0.0	122	2077	150	39	35	51	31	LIGHT	1.88756e+09	4.34578e+08	1.0	0.261289	0.0	0.415952
9	Q9P2J8	Zinc finger protein 624 OS=Homo sapiens OX=9606 GN=ZNF624 PE=1 SV=3	ZNF624	102544.0	5.60838	0.000195008	58	304	59	2	15	1	1	LIGHT	0.0	813904.0	1.0	inf	0.0	nan
10	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	29482.1	7.20619	0.0	109	522	32	12	7	10	9	LIGHT	1.95244e+08	8.94566e+07	1.0	0.451247	0.0	0.378357
11	I3L1H5|Q9BZG8	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=1|2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=2	DPH1	47964.7|49344.5	5.446	0.00119311	49	133	4	3	3	1	1	LIGHT	1.00435e+06	365256.0	1.0	0.363675	0.0	0.0
12	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	MRPL3	41886.9|40897.9|38893.2	6.71459	0.0	95	294	12	6	2	5	5	LIGHT	3.53772e+07	1.94069e+07	1.0	0.536688	0.0	0.081705
13	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	7.29656	0.0	81	406	16	8	3	10	7	LIGHT	1.73465e+08	4.33248e+07	1.0	0.338411	0.0	0.232669
14	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	5.61195	0.0	80	163	6	4	0	4	4	LIGHT	2.10637e+06	3.33286e+06	1.0	1.63857	0.0	0.759428
15	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.90566	0.0	160	2020	132	34	32	42	28	LIGHT	1.75304e+09	3.87966e+08	1.0	0.245183	0.0	0.209691
16	O43395	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	PRPF3	77652.0	7.11041	0.0	89	903	41	17	7	19	16	LIGHT	2.44641e+08	7.98212e+07	1.0	0.257096	0.0	0.541074
17	Q9H867|Q9H867-1|Q9H867-3|Q9H867-5	Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT PE=1 SV=2|Isoform 1 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT|Isoform 3 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT|Isoform 5 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT	VCPKMT	26075.2|15612.1|9421.82|21705.9	5.07633	0.0247934	23	23	1	1	0	1	1	LIGHT	229403.0	0.0	1.0	0.0	0.0	0.0
18	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2	CDC42BPB	196189.0	6.63994	0.0	116	2009	82	32	28	23	19	LIGHT	1.03057e+08	6.52499e+07	1.0	0.636514	0.0	0.390328
19	A0A494C164|P52630|P52630-4	Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Isoform 2 of Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2	STAT2	94916.9|98595.9|98136.6	6.53241	0.00121149	50	274	12	8	2	6	6	LIGHT	2.1916e+07	1.70434e+07	1.0	0.787591	0.0	0.286422
20	Q9NY97|Q9NY97-2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2|Isoform 2 of N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2	B3GNT2	46391.7|45854.3	6.26533	0.0127477	30	30	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
21	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4	PPP1R13L	89377.9	5.76707	0.00721501	35	89	3	3	2	1	1	LIGHT	3.17522e+06	0.0	1.0	0.0	0.0	0.0
22	H3BTR4|Q96BT3	Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=1|Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2	CENPT	55385.5|60670.8	5.61074	0.032536	20	39	2	2	0	2	2	LIGHT	743485.0	1.3851e+06	1.0	2.10459	0.0	0.836538
23	G3V1M0|Q9Y5A6	Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2|Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2	ZSCAN21	50390.6|54764.8	5.5734	0.000206697	61	138	17	1	8	1	1	LIGHT	480912.0	754919.0	1.0	1.56976	0.0	0.0
24	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	33166.4	6.68321	0.0	78	265	12	6	3	4	3	LIGHT	2.70415e+07	1.75177e+07	1.0	0.723932	0.0	0.255057
25	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	62466.7	7.20721	0.0	134	793	42	8	12	7	6	LIGHT	1.23661e+08	7.84427e+07	1.0	0.615217	0.0	0.380086
26	Q9ULV0	Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	MYO5B	215135.0	5.49073	0.0	98	511	14	9	9	3	3	LIGHT	8.95896e+06	3.22891e+06	1.0	0.385244	0.0	0.0910709
27	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	DHODH	42840.9	6.64232	0.0	102	572	19	9	3	8	6	LIGHT	3.4079e+07	5.78537e+07	1.0	0.236903	0.0	8.38754
28	C9J6A7|Q2QD12|Q96AT9|Q96AT9-2|Q96AT9-3|Q96AT9-4|Q96AT9-5	Ribulose-phosphate 3-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1|Ribulose-phosphate 3-epimerase-like protein 1 OS=Homo sapiens OX=9606 GN=RPEL1 PE=2 SV=1|Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1|Isoform 2 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 3 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 4 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 5 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE	RPE|RPEL1	17516.6|25234.3|25139.3|24193.8|19695.7|21895.8|17672.7	5.94624	0.0225683	24	24	5	1	0	2	1	LIGHT	4.35516e+06	1.55065e+06	1.0	0.363053	0.0	0.0302794
29	A0A0D9SF60|Q99569|Q99569-2	Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=1|Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2|Isoform 2 of Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4	PKP4	134684.0|132585.0|127864.0	5.69739	0.0	69	334	10	7	6	3	3	LIGHT	2.36819e+06	3.09723e+06	1.0	1.16103	0.0	0.568209
30	A0A494C1T9|Q6ZRV2	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3	FAM83H	149592.0|127557.0	5.68135	0.0	93	375	14	9	6	4	4	LIGHT	2.20273e+06	3.94618e+06	1.0	1.83948	0.0	0.640705
31	A0A0A0MRC4|A0A0A0MSK4|Q86YR5|Q86YR5-4	G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2|G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=1|G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2|Isoform 4 of G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1	GPSM1	78862.6|75063.4|75091.4|72718.1	5.82025	0.00119311	49	90	3	3	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
32	H0YLN8|Q96QT4	Transient receptor potential cation channel subfamily M member 7 OS=Homo sapiens OX=9606 GN=TRPM7 PE=1 SV=1|Transient receptor potential cation channel subfamily M member 7 OS=Homo sapiens OX=9606 GN=TRPM7 PE=1 SV=1	TRPM7	214599.0|214670.0	5.70376	0.00728969	36	36	1	1	0	1	1	LIGHT	1.11746e+06	864265.0	1.0	0.773417	0.0	0.0
33	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1	ASF1A	23125.2	6.73787	0.0	86	207	8	3	3	2	2	LIGHT	3.2867e+07	2.00349e+07	1.0	0.608726	0.0	0.00298309
34	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	DRG1	40801.9	7.1104	0.0	133	1013	51	16	17	15	11	LIGHT	1.98857e+08	8.00317e+07	1.0	0.391353	0.0	0.191199
35	P61328|Q92913	Fibroblast growth factor 12 OS=Homo sapiens OX=9606 GN=FGF12 PE=1 SV=1|Fibroblast growth factor 13 OS=Homo sapiens OX=9606 GN=FGF13 PE=1 SV=1	FGF12|FGF13	27610.2|27774.3	4.89868	0.032536	20	20	1	1	0	1	1	LIGHT	0.0	132768.0	1.0	inf	0.0	nan
36	O75420	GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2	GIGYF1	115044.0	5.69727	0.00721501	35	116	8	4	3	3	3	LIGHT	3.29533e+06	1.20811e+07	1.0	0.843133	0.0	26.8151
37	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2	LRCH4	74089.3	5.7586	0.0	72	181	5	3	2	3	3	LIGHT	4.90719e+06	4.03619e+06	1.0	0.886436	0.0	0.33939
38	Q99614	Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1	TTC1	33961.3	6.75647	0.0	110	577	27	8	4	8	6	LIGHT	5.75853e+07	2.05378e+07	1.0	0.384294	0.0	0.310767
39	O00507	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y OS=Homo sapiens OX=9606 GN=USP9Y PE=2 SV=2	USP9Y	294370.0	NA	0.0	86	1211	71	1	42	1	1	LIGHT	3.43426e+06	4.74511e+06	1.0	1.3817	0.0	0.0
40	O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	KPNA3	58288.0	6.81485	0.0	89	432	24	4	8	7	2	LIGHT	1.06357e+08	4.49947e+07	1.0	0.435961	0.0	0.226591
41	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2	GSPT2	69466.8	6.56278	0.0	91	628	50	4	22	3	3	LIGHT	3.22066e+07	6.29079e+06	1.0	0.162326	0.0	0.179882
42	###REV###Q9NVL8	Reverse sequence, was Uncharacterized protein CCDC198 OS=Homo sapiens OX=9606 GN=CCDC198 PE=1 SV=2	###CCDC198###	34725.8	6.91793	0.0200718	25	25	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
43	Q9H0M0|Q9H0M0-3	NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens OX=9606 GN=WWP1 PE=1 SV=1|Isoform 3 of NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens OX=9606 GN=WWP1	WWP1	105991.0|92174.5	6.10024	0.000379075	56	310	19	6	8	3	3	LIGHT	4.86609e+06	7.15359e+06	1.0	1.5327	0.0	0.778852
44	Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NUDCD3 PE=1 SV=3	NUDCD3	40853.7	6.43663	0.000202963	60	280	11	8	3	7	6	LIGHT	2.13716e+07	1.30436e+07	1.0	0.721496	0.0	0.477537
