protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	Q8BH24	Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1	Tm9sf4	75442.3	6.87827	0.0	93	284	22	5	4	7	4	LIGHT	3.53998e+07	4.18753e+07	1.0	1.13713	0.0	0.149632
2	A0A0A6YWJ7|A0A0A6YXG8|B2RXV4	Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus OX=10090 GN=Flvcr1 PE=1 SV=1|Feline leukemia virus subgroup C receptor-related protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Flvcr1 PE=1 SV=1|Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus OX=10090 GN=Flvcr1 PE=2 SV=1	Flvcr1	26413.6|27224.0|60942.7	5.63063	0.0	65	65	1	1	0	1	1	LIGHT	458205.0	440004.0	1.0	0.960277	0.0	0.0
3	E9Q3P4	Centromere protein F OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1	Cenpf	345340.0	6.48054	0.0	94	2244	69	52	45	14	14	LIGHT	1.91943e+07	3.22523e+07	1.0	6.23376	0.0	14.217
4	Q07968	Coagulation factor XIII B chain OS=Mus musculus OX=10090 GN=F13b PE=1 SV=2	F13b	78426.4	7.23955	0.0187844	22	22	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
5	Q9CXG3	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Mus musculus OX=10090 GN=Ppil4 PE=1 SV=2	Ppil4	57707.8	6.54157	0.0	82	335	17	8	1	10	8	LIGHT	2.11647e+07	3.21973e+07	1.0	1.0958	0.0	1.58132
6	Q8C2A2|Q8C2A2-2	tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2|Isoform 2 of tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54	Tsen54	59787.9|55503.7	5.11951	0.0105249	26	26	2	1	1	1	1	LIGHT	636602.0	275916.0	1.0	0.433421	0.0	0.0
7	P03899	NADH-ubiquinone oxidoreductase chain 3 OS=Mus musculus OX=10090 GN=Mtnd3 PE=1 SV=3	Mtnd3	13267.0	5.68859	0.000507443	45	45	1	1	0	1	1	LIGHT	1.13941e+06	872628.0	1.0	0.765858	0.0	0.0
8	A0A1B0GR52|A0A1B0GR53|A0A1B0GS34|A0A1B0GSF3|A0A1B0GT05|O35153	BET1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Bet1l PE=4 SV=1|BET1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Bet1l PE=4 SV=1|BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=4 SV=1|BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=4 SV=1|Predicted gene 45785 OS=Mus musculus OX=10090 GN=Gm45785 PE=4 SV=1|BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=3 SV=1	Bet1l|Gm45785	13221.7|5276.65|10243.3|5393.79|10496.2|12477.4	5.5083	0.0	59	59	3	1	0	2	1	LIGHT	788434.0	1.12084e+06	1.0	1.46037	0.0	0.366781
9	Q9QYH6	Melanoma-associated antigen D1 OS=Mus musculus OX=10090 GN=Maged1 PE=1 SV=1	Maged1	85673.8	6.99292	0.0	129	673	23	12	18	1	1	LIGHT	2.57939e+07	1.9295e+07	1.0	0.748044	0.0	0.0
10	Q8C3J2|Q9R2B6|Q9R2B6-2|Q9R2B6-3	Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase OS=Mus musculus OX=10090 GN=St6galnac4 PE=1 SV=1|Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase OS=Mus musculus OX=10090 GN=St6galnac4 PE=1 SV=1|Isoform 2 of Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase OS=Mus musculus OX=10090 GN=St6galnac4|Isoform 3 of Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase OS=Mus musculus OX=10090 GN=St6galnac4	St6galnac4	34994.4|41658.9|40334.1|35019.4	5.17231	0.0236835	20	20	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
