protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	Q8BH24	Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1	TM9SF4	75442.3	6.51135	0.0	72	329	19	7	8	3	3	LIGHT	1.82375e+07	1.14054e+06	1.0	0.0614997	0.0	0.00694231
2	B2RXV4	Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus OX=10090 GN=Flvcr1 PE=2 SV=1	FLVCR1	60942.7	5.47487	0.0	66	151	6	4	1	3	3	LIGHT	1.8371e+06	0.0	1.0	0.0	0.0	0.0
3	E9Q3P4	Centromere protein F OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1	CENPF	345340.0	5.96569	0.0	116	2199	77	50	34	22	22	LIGHT	1.88854e+07	5.39716e+06	1.0	0.377395	0.0	0.293142
4	P03899	NADH-ubiquinone oxidoreductase chain 3 OS=Mus musculus OX=10090 GN=Mtnd3 PE=1 SV=3	MTND3	13267.0	5.7368	0.00029656	50	50	4	1	0	2	1	LIGHT	2.0378e+06	0.0	1.0	0.0	0.0	0.0
5	A0A1B0GT05|O35153	Predicted gene 45785 OS=Mus musculus OX=10090 GN=Gm45785 PE=4 SV=1|BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=3 SV=1	GM45785|BET1L	10496.2|12477.4	5.48995	0.0	110	256	4	4	1	3	3	LIGHT	2.29194e+06	0.0	1.0	0.0	0.0	0.0
6	Q9QYH6	Melanoma-associated antigen D1 OS=Mus musculus OX=10090 GN=Maged1 PE=1 SV=1	MAGED1	85673.8	5.99041	0.0	118	597	16	10	7	5	5	LIGHT	5.47853e+06	7.09487e+06	1.0	0.998888	0.0	0.634471
7	Q9EP78	Carbohydrate sulfotransferase 7 OS=Mus musculus OX=10090 GN=Chst7 PE=2 SV=1	CHST7	55302.8	5.60413	0.000320256	56	169	6	5	5	1	1	LIGHT	695211.0	139767.0	1.0	0.201043	0.0	0.0
8	Q8C7V8	Coiled-coil domain-containing protein 134 OS=Mus musculus OX=10090 GN=Ccdc134 PE=1 SV=1	CCDC134	26535.0	5.848	0.0	69	209	5	4	2	2	2	LIGHT	3.15107e+06	225522.0	1.0	0.0688938	0.0	0.0120227
9	Q9EP72	ER membrane protein complex subunit 7 OS=Mus musculus OX=10090 GN=Emc7 PE=1 SV=1	EMC7	26293.4	5.42039	0.00250991	38	127	8	4	3	3	3	LIGHT	1.48554e+06	0.0	1.0	0.0	0.0	0.0
10	A0A2I3BPY7|Q9EP71	Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1|Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1	RAI14	106335.0|109470.0	6.34171	0.0	117	1810	63	37	36	11	11	LIGHT	2.36482e+07	2.73078e+06	1.0	0.116287	0.0	0.0856806
11	P30282|S4R216	G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1|G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1	CCND3	33073.9|9905.86	5.40579	0.0	77	110	3	2	0	1	1	LIGHT	286224.0	438630.0	1.0	1.53247	0.0	0.0
12	P53702	Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2	HCCS	31300.0	6.27966	0.0	81	290	9	5	5	1	1	LIGHT	3.92344e+06	234349.0	1.0	0.0597306	0.0	0.0
13	O08911	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	MAPK12	42187.6	6.01187	0.0	71	286	12	5	6	5	4	LIGHT	6.86207e+06	0.0	1.0	0.0	0.0	0.0
14	F7A4F9|Q80WC9	Beta-alanine-activating enzyme (Fragment) OS=Mus musculus OX=10090 GN=Aasdh PE=4 SV=1|Beta-alanine-activating enzyme OS=Mus musculus OX=10090 GN=Aasdh PE=1 SV=1	AASDH	23854.5|123488.0	5.09756	0.00110178	43	43	1	1	0	1	1	LIGHT	0.0	516791.0	1.0	inf	0.0	nan
15	O08912	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	GALNT1	65125.8	5.92503	0.0	89	598	18	11	14	2	2	LIGHT	2.81192e+06	610707.0	1.0	0.28129	0.0	0.344427
16	O08915	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	38037.3	6.09516	0.0	64	363	13	9	8	2	2	LIGHT	5.68672e+06	389098.0	1.0	0.0710427	0.0	0.00773422
17	O08917	Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	FLOT1	47768.7	5.8711	0.0	75	502	19	10	2	13	10	LIGHT	7.87468e+06	0.0	1.0	0.0	0.0	0.0
18	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	6.45736	0.0	65	355	11	8	8	2	2	LIGHT	9.52727e+06	503521.0	1.0	0.0538985	0.0	0.0142719
19	Q62048|Q62048-2	Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1|Isoform 2 of Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15	PEA15	15101.8|12593.6	5.53046	0.000303214	52	76	2	2	0	2	2	LIGHT	3.36659e+06	0.0	1.0	0.0	0.0	0.0
20	Q9CZ62|Q9CZ62-2	Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97 PE=1 SV=1|Isoform 2 of Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97	CEP97	95722.4|87868.2	5.72566	0.0	161	914	19	13	14	1	1	LIGHT	1.66798e+06	101421.0	1.0	0.0608047	0.0	0.0
21	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	PTPMT1	28570.8|22099.6	5.53869	0.00585242	33	65	3	2	1	2	2	LIGHT	1.08066e+06	0.0	1.0	0.0	0.0	0.0
22	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	5.36973	0.0	66	133	6	3	0	3	3	LIGHT	1.13615e+06	0.0	1.0	0.0	0.0	0.0
23	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	SF3B6	14689.6	6.3246	0.0	68	275	17	6	8	2	2	LIGHT	7.48834e+06	504751.0	1.0	0.0721289	0.0	0.0271411
24	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	6.24701	0.0	108	550	18	13	12	2	2	LIGHT	6.26129e+06	487116.0	1.0	0.0753939	0.0	0.0146005
25	D3Z5G0|Q3UPZ5|Q3V3Q4	Interferon-activated gene 213 OS=Mus musculus OX=10090 GN=Ifi213 PE=4 SV=1|Interferon-activated gene 213 OS=Mus musculus OX=10090 GN=Ifi213 PE=2 SV=1|Pyrin domain-containing protein 3 OS=Mus musculus OX=10090 GN=Pydc3 PE=2 SV=1	IFI213|PYDC3	63996.8|15606.8|64339.0	5.70439	0.00172987	39	39	1	1	0	1	1	LIGHT	750253.0	0.0	1.0	0.0	0.0	0.0
26	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.54744	0.0	100	271	8	4	2	3	3	LIGHT	3.09882e+06	0.0	1.0	0.0	0.0	0.0
27	A0A0R4J177|Q3TVC7|Q3TVC7-3	Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Isoform 3 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1	CCNDBP1	42317.3|39730.4|43086.7	5.17619	0.0	66	141	4	3	2	1	1	LIGHT	2.7788e+06	0.0	1.0	0.0	0.0	0.0
28	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.84664	0.00016756	59	222	6	5	1	5	5	LIGHT	4.7366e+06	0.0	1.0	0.0	0.0	0.0
29	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	5.53529	0.0	79	426	24	9	11	3	3	LIGHT	8.74047e+06	1.08059e+06	1.0	0.124484	0.0	0.0238623
30	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	5.73412	0.00016756	59	131	4	3	1	3	3	LIGHT	4.3715e+06	0.0	1.0	0.0	0.0	0.0
31	Q9JIL4	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Mus musculus OX=10090 GN=Pdzk1 PE=1 SV=1	PDZK1	56862.8	6.64484	0.0	99	1370	44	26	10	26	21	LIGHT	6.99484e+07	0.0	1.0	0.0	0.0	0.0
32	###REV###A0A1B0GR85	Reverse sequence, was RIKEN cDNA 2900026A02 gene OS=Mus musculus OX=10090 GN=2900026A02Rik PE=1 SV=1	###2900026A02RIK###	193754.0	5.42798	0.0103311	30	30	3	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
33	A0A2R8VI30|A0A2R8VK70|A0A2R8W6P0|Q61735|Q61735-2	Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=2|Isoform 2 of Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47	CD47	29838.7|35566.9|37898.9|33589.0|35921.0	5.60872	0.0	62	62	1	1	0	1	1	LIGHT	757801.0	1.32492e+06	1.0	1.74838	0.0	0.0
34	Q05A80|Q05A80-2	Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2 PE=1 SV=1|Isoform 2 of Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2	CAPRIN2	115104.0|90258.9	5.22782	0.0	65	65	2	1	0	1	1	LIGHT	416902.0	0.0	1.0	0.0	0.0	0.0
