protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	Q8BH24	Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1	TM9SF4	75442.3	6.68046	0.0	86	486	17	9	11	2	2	LIGHT	1.51777e+07	467915.0	1.0	0.0289004	0.0	0.0245199
2	B2RXV4	Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus OX=10090 GN=Flvcr1 PE=2 SV=1	FLVCR1	60942.7	5.47454	0.0	79	249	4	4	0	4	4	LIGHT	2.2205e+06	0.0	1.0	0.0	0.0	0.0
3	E9Q3P4	Centromere protein F OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1	CENPF	345340.0	5.57931	0.0	122	2142	65	49	49	4	4	LIGHT	4.981e+07	2.0347e+06	1.0	0.154856	0.0	2.40844
4	Q8C2A2|Q8C2A2-2	tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2|Isoform 2 of tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54	TSEN54	59787.9|55503.7	5.77185	0.0	87	289	6	6	0	6	6	LIGHT	4.17753e+06	0.0	1.0	0.0	0.0	0.0
5	P03899	NADH-ubiquinone oxidoreductase chain 3 OS=Mus musculus OX=10090 GN=Mtnd3 PE=1 SV=3	MTND3	13267.0	5.72944	0.000149903	51	51	1	1	0	1	1	LIGHT	1.20839e+06	0.0	1.0	0.0	0.0	0.0
6	A0A1B0GT05|O35153	Predicted gene 45785 OS=Mus musculus OX=10090 GN=Gm45785 PE=4 SV=1|BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=3 SV=1	GM45785|BET1L	10496.2|12477.4	5.64626	0.0	123	267	6	4	1	4	4	LIGHT	3.64093e+06	0.0	1.0	0.0	0.0	0.0
7	Q9QYH6	Melanoma-associated antigen D1 OS=Mus musculus OX=10090 GN=Maged1 PE=1 SV=1	MAGED1	85673.8	6.00535	0.0	129	460	15	7	5	3	3	LIGHT	4.64688e+06	1.74673e+06	1.0	0.325781	0.0	0.165579
8	Q9EP78	Carbohydrate sulfotransferase 7 OS=Mus musculus OX=10090 GN=Chst7 PE=2 SV=1	CHST7	55302.8	5.59189	0.000285714	47	164	8	4	1	4	4	LIGHT	1.50954e+06	0.0	1.0	0.0	0.0	0.0
9	Q9EP72	ER membrane protein complex subunit 7 OS=Mus musculus OX=10090 GN=Emc7 PE=1 SV=1	EMC7	26293.4	5.71996	0.000153941	53	187	8	5	0	6	5	LIGHT	4.98072e+06	0.0	1.0	0.0	0.0	0.0
10	Q9EP75	Leukotriene-B4 omega-hydroxylase 3 OS=Mus musculus OX=10090 GN=Cyp4f14 PE=1 SV=1	CYP4F14	60332.1	NA	0.000419992	45	75	2	1	1	1	1	LIGHT	0.0	229977.0	1.0	inf	0.0	nan
11	P30282|S4R216	G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1|G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1	CCND3	33073.9|9905.86	5.52167	0.000147863	50	96	3	2	1	1	1	LIGHT	505398.0	263740.0	1.0	0.521846	0.0	0.0
12	D3Z020|D3Z118|D3Z119|D3Z376|P97411|P97411-2|S4R217	Islet cell autoantigen 1 (Fragment) OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 (Fragment) OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=3|Isoform 2 of Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1	ICA1	8615.22|53467.5|36380.3|32995.7|54860.2|52783.3|35996.2	5.15669	0.0244138	24	24	1	1	0	1	1	LIGHT	253156.0	0.0	1.0	0.0	0.0	0.0
13	P53702	Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2	HCCS	31300.0	5.84427	0.0	84	225	6	4	0	4	4	LIGHT	5.20811e+06	0.0	1.0	0.0	0.0	0.0
14	O08911	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	MAPK12	42187.6	5.91684	0.000153941	53	336	11	7	5	6	6	LIGHT	5.81241e+06	0.0	1.0	0.0	0.0	0.0
15	O08912	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	GALNT1	65125.8	5.97022	0.0	88	641	20	13	17	1	1	LIGHT	1.55498e+06	785068.0	1.0	0.504874	0.0	0.0
16	O08915	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	38037.3	6.24114	0.0	88	446	16	10	12	1	1	LIGHT	3.58613e+06	99065.7	1.0	0.0276247	0.0	0.0
17	O08917	Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	FLOT1	47768.7	5.76168	0.0	87	624	20	12	1	15	12	LIGHT	7.82733e+06	0.0	1.0	0.0	0.0	0.0
18	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	5.92067	0.000169635	60	219	7	5	1	6	5	LIGHT	9.12992e+06	0.0	1.0	0.0	0.0	0.0
