protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
1	P23919	Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	DTYMK	23975.5	6.46139	0.0	92	622	16	13	13	1	1	LIGHT	5.45378e+06	80623.1	1.0	0.014783	0.0	0.0
2	Q9C0H6	Kelch-like protein 4 OS=Homo sapiens OX=9606 GN=KLHL4 PE=1 SV=2	KLHL4	81106.4	5.85875	0.0	61	381	14	9	4	8	8	LIGHT	7.73686e+06	0.0	1.0	0.0	0.0	0.0
3	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	PBX2	46137.6	5.58506	0.0	76	346	10	3	3	3	3	LIGHT	4.61037e+06	0.0	1.0	0.0	0.0	0.0
4	A0A087WWG1|Q8TE77|Q8TE77-2	Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1|Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2|Isoform 2 of Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3	SSH3	36130.2|73292.7|52965.7	5.56386	0.000134192	47	112	4	3	2	1	1	LIGHT	664604.0	128182.0	1.0	0.19287	0.0	0.0
5	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	RPL13A	23619.4	7.90037	0.0	63	729	112	19	41	9	8	LIGHT	7.7837e+08	1.21833e+07	1.0	0.0151702	0.0	0.0101215
6	P35251|P35251-2	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4|Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1	RFC1	128688.0|128617.0	6.03293	0.0	107	1603	48	30	40	1	1	LIGHT	1.48982e+06	546683.0	1.0	0.366945	0.0	0.0
7	Q9P2J5	Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	LARS1	135577.0	7.05481	0.0	100	2166	100	43	68	7	7	LIGHT	7.87675e+07	4.56317e+06	1.0	0.0151522	0.0	2.80846
8	P0DI83|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1|Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	21105.6|29482.1	6.48992	0.0	114	536	19	12	15	2	2	LIGHT	1.2465e+07	828177.0	1.0	0.0698321	0.0	0.0878664
9	I3L1H5|Q9BZG8	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=1|2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=2	DPH1	47964.7|49344.5	5.68084	0.0	51	186	5	5	3	2	2	LIGHT	1.66923e+06	0.0	1.0	0.0	0.0	0.0
10	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	MRPL3	41886.9|40897.9|38893.2	6.44344	0.0	91	471	13	9	11	2	2	LIGHT	8.79829e+06	405611.0	1.0	0.046155	0.0	0.000365056
11	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.48298	0.0	67	366	11	8	8	1	1	LIGHT	5.95792e+06	125625.0	1.0	0.0210854	0.0	0.0
12	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	5.64968	0.0	69	221	8	5	2	4	4	LIGHT	3.57396e+06	0.0	1.0	0.0	0.0	0.0
13	Q14563	Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1	SEMA3A	89916.4	4.8833	0.00852878	32	64	2	1	1	1	1	LIGHT	146275.0	46692.4	1.0	0.31921	0.0	0.0
14	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	DHX8	140082.0	6.28433	0.0	105	1087	47	22	14	21	19	LIGHT	2.80773e+07	0.0	1.0	0.0	0.0	0.0
15	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.20935	0.0	106	1673	95	34	59	11	11	LIGHT	1.9356e+08	3.02654e+06	1.0	0.0142891	0.0	0.297298
16	Q96CU9|Q96CU9-3	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2|Isoform 3 of FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1	FOXRED1	54119.8|52413.8	5.98674	0.0	72	268	7	6	1	5	5	LIGHT	6.81616e+06	0.0	1.0	0.0	0.0	0.0
